slug,название,номинал,единица_номинала,год,монетный_двор,era,sub_period,type,material,series,разновидность,тираж,диаметр_мм,толщина_мм,вес_г,гурт,цена_vf20,цена_ef40,цена_au50,цена_ms63,цена_ms65,описание,описание_аверс,описание_реверс
25r-2017-dari-dobro-detyam,Дари добро детям,25,рубль,2017,ММД,rf,post-reform,jubilee,cupronickel,bez-serii,,50000,27,2.3,10,Рубчатый,0,0,0,0,0,Юбилейная монета 25 рублей 2017 года (ММД) посвящена теме «Дари добро детям» — для коллекционера это прежде всего сюжет и сохранность. Материал заготовки по паспорту выпуска: мельхиор (медно-никелевый сплав). Тираж 50 000 шт. хорошо известен по банковским материалам и фиксируется в нумизматических справочниках. Рыночная котировка в первую очередь следует за сохранностью и редкостью штемпельных разновидностей.,"в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2017 г."", справа – товарный знак монетного двора.","рельефное изображение мальчика и щенка, расположенное на фоне солнечных лучей, вверху вдоль канта – надпись: ""ДАРИ ДОБРО ДЕТЯМ""."
25r-2017-chempionat-mira-po-prakticheskoy-strelbe-iz-karabina,Чемпионат мира по практической стрельбе из карабина,25,рубль,2017,ММД,rf,post-reform,jubilee,cupronickel,bez-serii,,150000,27,2.3,10,Рубчатый,0,0,0,0,0,Юбилейная монета 25 рублей 2017 года (ММД) посвящена теме «Чемпионат мира по практической стрельбе из карабина» — для коллекционера это прежде всего сюжет и сохранность. Материал заготовки по паспорту выпуска: мельхиор (медно-никелевый сплав). Эмиссия 150 000 экземпляров относит монету к категории памятных выпусков с известной массовостью. Сохраняйте монету от влаги и механических повреждений — для памятных выпусков критична сохранность деталей рельефа.,"в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2017 г."", справа – товарный знак монетного двора.","рельефное изображение официальной эмблемы Чемпионата мира по практической стрельбе из карабина, вдоль канта – надпись: ""ЧЕМПИОНАТ МИРА ПО ПРАКТИЧЕСКОЙ СТРЕЛЬБЕ ИЗ КАРАБИНА"", разделенная внизу точкой."
10r-2017-g-olonets-respublika-kareliya-1137-g,"г. Олонец, Республика Карелия (1137 г.)",10,рубль,2017,ММД,rf,post-reform,jubilee,galvanic,drevnie-goroda-rossii,,5000000,27,2.1,8.4,Рифлёный с надписью «ДЕСЯТЬ РУБЛЕЙ»,0,0,0,0,0,"Официальная памятная монета 10 рублей (2017) с темой «г. Олонец, Республика Карелия (1137 г.)»; штемпель ММД.   Рыночная котировка в первую очередь следует за сохранностью и редкостью штемпельных разновидностей.","на диске в центре – обозначение номинала монеты: ""10 РУБЛЕЙ"", внутри цифры ""0"" – скрытые, видимые поочередно при изменении угла зрения изображения числа ""10"" и надписи ""РУБ"", внизу – товарный знак монетного двора; на кольце вверху – надпись: ""БАНК РОССИИ"", внизу – год выпуска ""2017"", слева и справа – стилизованные ветви растений, переходящие на диск.","архитектурная панорама города, вверху – герб города Олонца, по окружности на кольце – надписи, вверху: ""ДРЕВНИЕ ГОРОДА РОССИИ"", внизу: ""ОЛОНЕЦ""."
25r-2017-tri-bogatyrya,Три богатыря,25,рубль,2017,ММД,rf,post-reform,jubilee,cupronickel,rossiyskaya-sovetskaya-multiplikatsiya,,450000,27,2.3,10,Рубчатый,0,0,0,0,0,"Номинал 25 рублей, год чеканки 2017, монетный двор — ММД. Предмет коллекционирования — памятная монета с наименованием «Три богатыря».   В коллекцию её берут за узнаваемый сюжет и возможность собрать серию целиком.","в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2017 г."", справа – товарный знак монетного двора.","рельефные изображения героев мультфильма ""Три богатыря"" на фоне древнего города, вверху вдоль канта – надпись: ""ТРИ БОГАТЫРЯ""."
25r-2017-tri-bogatyrya-v-spetsialnom-ispolnenii,Три богатыря (в специальном исполнении),25,рубль,2017,ММД,rf,post-reform,jubilee,cupronickel,rossiyskaya-sovetskaya-multiplikatsiya,,50000,27,2.3,10,Рубчатый,0,0,0,0,0,"Выпуск 2017 года, 25 рублей, монетный двор — ММД: на реверсе раскрывается тема «Три богатыря (в специальном исполнении)» в рамках официальной памятной программы. Входит в тематическую группу «Российская (советская) мультипликация». По официальным данным эмиссии тираж составил 50 000 экземпляров — это задаёт массовость выпуска и ориентир по редкости в коллекции. Для альбома важны равномерный блеск поля и отсутствие следов обращения на рельефе.","в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2017 г."", справа – товарный знак монетного двора.","цветные изображения героев мультфильма ""Три богатыря"" на фоне древнего города, вверху вдоль канта – надпись: ""ТРИ БОГАТЫРЯ""."
25r-2017-vinni-pukh,Винни Пух,25,рубль,2017,ММД,rf,post-reform,jubilee,cupronickel,rossiyskaya-sovetskaya-multiplikatsiya,,450000,27,2.3,10,Рубчатый,0,0,0,0,0,"Каталожная карточка: 25 рублей, 2017 год, монетный двор — ММД. Тематика выпуска — «Винни Пух». Технология изготовления для круга обращения: мельхиор (медно-никелевый сплав). Заявленный тираж — 450 000 шт.; при прочих равных более скромный тираж обычно поддерживает спрос в коллекционном сегменте. В коллекцию её берут за узнаваемый сюжет и возможность собрать серию целиком.","в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2017 г."", справа – товарный знак монетного двора.","рельефные изображения героев мультфильма ""Винни Пух"", моста через реку и берега на фоне кустов и деревьев, вверху вдоль канта – надпись: ""ВИННИ ПУХ""."
25r-2017-vinni-pukh-v-spetsialnom-ispolnenii,Винни Пух (в специальном исполнении),25,рубль,2017,ММД,rf,post-reform,jubilee,cupronickel,rossiyskaya-sovetskaya-multiplikatsiya,,50000,27,2.3,10,Рубчатый,0,0,0,0,0,Юбилейная монета 25 рублей 2017 года (ММД) посвящена теме «Винни Пух (в специальном исполнении)» — для коллекционера это прежде всего сюжет и сохранность. Серия в каталоге: «Российская (советская) мультипликация».  ,"в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2017 г."", справа – товарный знак монетного двора.","цветные изображения героев мультфильма ""Винни Пух"" и рельефные изображения моста через реку и берега на фоне кустов и деревьев, вверху вдоль канта – надпись: ""ВИННИ ПУХ""."
10r-2017-tambovskaya-oblast,Тамбовская область,10,рубль,2017,ММД,rf,post-reform,jubilee,galvanic,rossiyskaya-federatsiya,,10000000,27,2.1,8.4,Рифлёный с надписью «ДЕСЯТЬ РУБЛЕЙ»,0,0,0,0,0,"Памятный выпуск номиналом 10 рублей (2017, монетный двор — ММД) — отдельная позиция в каталоге современной России: сюжет «Тамбовская область».  По официальным данным эмиссии тираж составил 10 000 000 экземпляров — это задаёт массовость выпуска и ориентир по редкости в коллекции. Как объект коллекции монета интересна сочетанием темы, штемпеля и качества чеканки.","на диске в центре – обозначение номинала монеты: ""10 РУБЛЕЙ"", внутри цифры ""0"" – скрытые, видимые поочередно при изменении угла зрения изображения числа ""10"" и надписи ""РУБ"", внизу – товарный знак монетного двора; на кольце вверху – надпись: ""БАНК РОССИИ"", внизу – год выпуска ""2017"", слева и справа – стилизованные ветви растений, переходящие на диск.","изображение герба Тамбовской области, по окружности – надписи, разделенные точками: вверху – ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", внизу – ""ТАМБОВСКАЯ ОБЛАСТЬ""."
10r-2017-ulyanovskaya-oblast,Ульяновская область,10,рубль,2017,ММД,rf,post-reform,jubilee,galvanic,rossiyskaya-federatsiya,,10000000,27,2.1,8.4,Рифлёный с надписью «ДЕСЯТЬ РУБЛЕЙ»,0,0,0,0,0,Юбилейная монета 10 рублей 2017 года (ММД) посвящена теме «Ульяновская область» — для коллекционера это прежде всего сюжет и сохранность.   ,"на диске в центре – обозначение номинала монеты: ""10 РУБЛЕЙ"", внутри цифры ""0"" – скрытые, видимые поочередно при изменении угла зрения изображения числа ""10"" и надписи ""РУБ"", внизу – товарный знак монетного двора; на кольце вверху – надпись: ""БАНК РОССИИ"", внизу – год выпуска ""2017"", слева и справа – стилизованные ветви растений, переходящие на диск.","изображение герба Ульяновской области, по окружности – надписи, разделенные точками: вверху – ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", внизу – ""УЛЬЯНОВСКАЯ ОБЛАСТЬ""."
25r-2017-chempionat-mira-po-futbolu-fifa-2018-v-rossii,Чемпионат мира по футболу FIFA 2018 в России,25,рубль,2017,ММД,rf,post-reform,jubilee,cupronickel,chempionat-mira-po-futbolu-fifa-2018-v-rossii,,19750000,27,2.3,10,180 рифлений,0,0,0,0,0,"Представитель памятной эмиссии 2017 года (25 рублей), монетный двор — ММД: «Чемпионат мира по футболу FIFA 2018 в России». Относится к линейке «ЧМ по футболу 2018» — это задаёт нумизматический контекст подбора. Эмиссия 19 750 000 экземпляров относит монету к категории памятных выпусков с известной массовостью. Сохраняйте монету от влаги и механических повреждений — для памятных выпусков критична сохранность деталей рельефа.","в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, внизу под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год: ""2018 г."", справа – товарный знак монетного двора.","рельефное изображение талисмана Чемпионата мира по футболу FIFA 2018 в России; внизу по окружности – надпись: ""ЧЕМПИОНАТ МИРА ПО ФУТБОЛУ FIFA 2018 В РОССИИ""."
25r-2017-chempionat-mira-po-futbolu-fifa-2018-v-rossii-v-spetsialnom-ispolnenii,Чемпионат мира по футболу FIFA 2018 в России (в специальном исполнении),25,рубль,2017,ММД,rf,post-reform,jubilee,cupronickel,chempionat-mira-po-futbolu-fifa-2018-v-rossii,,250000,27,2.3,10,180 рифлений,0,0,0,0,0,"Официальная памятная монета 25 рублей (2017) с темой «Чемпионат мира по футболу FIFA 2018 в России (в специальном исполнении)»; штемпель ММД. Относится к линейке «ЧМ по футболу 2018» — это задаёт нумизматический контекст подбора. Заявленный тираж — 250 000 шт.; при прочих равных более скромный тираж обычно поддерживает спрос в коллекционном сегменте. Как объект коллекции монета интересна сочетанием темы, штемпеля и качества чеканки.","в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, внизу под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год: ""2018 г."", справа – товарный знак монетного двора.","выполненное в цвете изображение талисмана Чемпионата мира по футболу FIFA 2018 в России; внизу по окружности – надпись: ""ЧЕМПИОНАТ МИРА ПО ФУТБОЛУ FIFA 2018 В РОССИИ""."
25r-2018-25-letie-prinyatiya-konstitutsii-rossiyskoy-federatsii,25-летие принятия Конституции Российской Федерации,25,рубль,2018,ММД,rf,post-reform,jubilee,cupronickel,bez-serii,,1000000,27,2.3,10,Рубчатый,0,0,0,0,0,"Номинал 25 рублей, год чеканки 2018, монетный двор — ММД. Предмет коллекционирования — памятная монета с наименованием «25-летие принятия Конституции Российской Федерации». Материал заготовки по паспорту выпуска: мельхиор (медно-никелевый сплав). Официальный тираж — 1 000 000 шт.; для ориентира по рынку смотрите состояние и полноту комплекта. Для альбома важны равномерный блеск поля и отсутствие следов обращения на рельефе.","в центре расположено рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2018 г."", справа – товарный знак монетного двора.","рельефное изображение раскрытой книги с рисунком герба Российской Федерации на левой странице и надписью в три строки: ""КОНСТИТУЦИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"" на правой странице, под книгой – верхняя часть колонны с капителью ионического ордера; вдоль канта – надпись: ""25-ЛЕТИЕ ПРИНЯТИЯ КОНСТИТУЦИИ РОССИЙСКОЙ ФЕДЕРАЦИИ""."
25r-2018-armeyskie-mezhdunarodnye-igry,Армейские международные игры,25,рубль,2018,ММД,rf,post-reform,jubilee,cupronickel,bez-serii,,500000,27,2.3,10,Рубчатый,0,0,0,0,0,"Каталожная карточка: 25 рублей, 2018 год, монетный двор — ММД. Тематика выпуска — «Армейские международные игры».   Сохраняйте монету от влаги и механических повреждений — для памятных выпусков критична сохранность деталей рельефа.","в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2018 г."", справа – товарный знак монетного двора.","рельефные изображения военной техники: танка, корабля и самолета, слева – эмблема Армейских международных игр, вверху вдоль канта – надпись: ""АРМЕЙСКИЕ МЕЖДУНАРОДНЫЕ ИГРЫ""."
10r-2018-g-gorokhovets-vladimirskaya-oblast-1168-g,"г. Гороховец, Владимирская область (1168 г.)",10,рубль,2018,ММД,rf,post-reform,jubilee,galvanic,drevnie-goroda-rossii,,5000000,27,2.1,8.4,Рифлёный с надписью «ДЕСЯТЬ РУБЛЕЙ»,0,0,0,0,0,"Каталожная карточка: 10 рублей, 2018 год, монетный двор — ММД. Тематика выпуска — «г. Гороховец, Владимирская область (1168 г.)». Относится к линейке «Древние города России» — это задаёт нумизматический контекст подбора. Заявленный тираж — 5 000 000 шт.; при прочих равных более скромный тираж обычно поддерживает спрос в коллекционном сегменте. В коллекцию её берут за узнаваемый сюжет и возможность собрать серию целиком.","на диске в центре – обозначение номинала монеты: ""10 РУБЛЕЙ"", внутри цифры ""0"" – скрытые, видимые поочередно при изменении угла зрения изображения числа ""10"" и надписи ""РУБ"", внизу – товарный знак монетного двора; на кольце вверху – надпись: ""БАНК РОССИИ"", внизу – год выпуска ""2018"", слева и справа – стилизованные ветви растений, переходящие на диск.","архитектурная панорама города, справа – герб города Гороховца, по окружности на кольце – надписи, вверху: ""ДРЕВНИЕ ГОРОДА РОССИИ"", внизу: ""ГОРОХОВЕЦ""."
25r-2018-nu-pogodi,"Ну, погоди!",25,рубль,2018,ММД,rf,post-reform,jubilee,cupronickel,rossiyskaya-sovetskaya-multiplikatsiya,,450000,27,2.3,10,Рубчатый,0,0,0,0,0,"Официальная памятная монета 25 рублей (2018) с темой «Ну, погоди!»; штемпель ММД.  По официальным данным эмиссии тираж составил 450 000 экземпляров — это задаёт массовость выпуска и ориентир по редкости в коллекции. Сохраняйте монету от влаги и механических повреждений — для памятных выпусков критична сохранность деталей рельефа.","в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2018 г."", справа – товарный знак монетного двора.","рельефное изображение сцены из мультфильма ""Ну, погоди!"", справа вверху – надпись: ""НУ, ПОГОДИ!""."
10r-2018-kurganskaya-oblast,Курганская область,10,рубль,2018,ММД,rf,post-reform,jubilee,galvanic,rossiyskaya-federatsiya,,10000000,27,2.1,8.4,Рифлёный с надписью «ДЕСЯТЬ РУБЛЕЙ»,0,0,0,0,0,"Каталожная карточка: 10 рублей, 2018 год, монетный двор — ММД. Тематика выпуска — «Курганская область».   Сохраняйте монету от влаги и механических повреждений — для памятных выпусков критична сохранность деталей рельефа.","на диске в центре – обозначение номинала монеты: ""10 РУБЛЕЙ"", внутри цифры ""0"" – скрытые, видимые поочередно при изменении угла зрения изображения числа ""10"" и надписи ""РУБ"", внизу – товарный знак монетного двора; на кольце вверху – надпись: ""БАНК РОССИИ"", внизу – год выпуска ""2018"", слева и справа – стилизованные ветви растений, переходящие на диск.","изображение герба Курганской области, по окружности – надписи, разделенные точками: вверху – ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", внизу – ""КУРГАНСКАЯ ОБЛАСТЬ""."
10r-2018-khkhikh-vsemirnaya-zimnyaya-universiada-2019-goda-v-g-krasnoyarske,ХХIХ Всемирная зимняя универсиада 2019 года в г. Красноярске,10,рубль,2018,ММД,rf,post-reform,jubilee,galvanic,khkhikh-vsemirnaya-zimnyaya-universiada-2019-goda-v-g-krasnoyarske,,5000000,27,2.1,8.4,Рифлёный с надписью «ДЕСЯТЬ РУБЛЕЙ»,0,0,0,0,0,"Выпуск 2018 года, 10 рублей, монетный двор — ММД: на реверсе раскрывается тема «ХХIХ Всемирная зимняя универсиада 2019 года в г. Красноярске» в рамках официальной памятной программы. Материал заготовки по паспорту выпуска: сталь с гальваническим покрытием. Официальный тираж — 5 000 000 шт.; для ориентира по рынку смотрите состояние и полноту комплекта. В коллекцию её берут за узнаваемый сюжет и возможность собрать серию целиком.","в центре – обозначение номинала монеты: ""10 РУБЛЕЙ"", внутри цифры ""0"" – скрытые, видимые поочередно при изменении угла зрения изображения числа ""10"" и надписи ""РУБ"", cлева и справа стилизованные изображения ветви лавра и дуба соответственно, вдоль канта вверху – надпись: ""БАНК РОССИИ"", внизу – год выпуска ""2018"", справа от него – товарный знак монетного двора.","рельефное изображение логотипа XXIX Всемирной зимней универсиады, вдоль канта – надпись: ""WINTER UNIVERSIADE КРАСНОЯРСК 2019""."
5r-2019-pamyatnaya-moneta-posvyashchennaya-pyatoy-godovshchine-referenduma-o-gosudarstvennom-statuse-kryma-i-sevastopolya-i-vossoedineniya-kryma-s-rossiey,"Памятная монета, посвященная пятой годовщине референдума о государственном статусе Крыма и Севастополя и воссоединения Крыма с Россией",5,рубль,2019,ММД,rf,post-reform,jubilee,galvanic,bez-serii,,2000000,25,1.8,6.45,Рубчатый,0,0,0,0,0,"Памятный выпуск номиналом 5 рублей (2019, монетный двор — ММД) — отдельная позиция в каталоге современной России: сюжет «Памятная монета, посвященная пятой годовщине референдума о государственном статусе Крыма и Севастополя и воссоединения Крыма с Россией». Оформлена как самостоятельный сюжет без привязки к крупной серии в базе проекта. Тираж 2 000 000 шт. хорошо известен по банковским материалам и фиксируется в нумизматических справочниках. Для альбома важны равномерный блеск поля и отсутствие следов обращения на рельефе.","в центре диска – обозначение номинала монеты в две строки: ""5 РУБЛЕЙ"", ниже – надпись: ""БАНК РОССИИ"", под ней – год чеканки: ""2019"", слева и справа – стилизованные ветви растения, справа у канта – товарный знак монетного двора.","рельефное изображение моста, возведенного над Керченским проливом и соединяющего материковую часть России и полуостров Крым, на фоне стилизованной карты Крымского полуострова и расходящихся лучей."
10r-2019-75-letie-pobedy-sovetskogo-naroda-v-velikoy-otechestvennoy-voyne-1941-1945-gg,75-летие Победы советского народа в Великой Отечественной войне 1941–1945 гг.,10,рубль,2019,ММД,rf,post-reform,jubilee,galvanic,75-letie-pobedy-sovetskogo-naroda-v-velikoy-otechestvennoy-voyne-1941-1945-gg,,5000000,27,2.1,7.9,"300 рифлений и надпись ""ДЕСЯТЬ РУБЛЕЙ"", повторяющаяся дважды, разделенная звездочками",0,0,0,0,0,"Выпуск 2019 года, 10 рублей, монетный двор — ММД: на реверсе раскрывается тема «75-летие Победы советского народа в Великой Отечественной войне 1941–1945 гг.» в рамках официальной памятной программы. Серия в каталоге: «75 лет Победы в ВОВ».  ","на диске в центре – обозначение номинала монеты: ""10 РУБЛЕЙ"", внутри цифры ""0"" – скрытые, видимые поочередно при изменении угла зрения изображения числа ""10"" и надписи ""РУБ"", внизу – товарный знак монетного двора; на кольце вверху – надпись: ""БАНК РОССИИ"", внизу – год выпуска ""2020"", слева и справа – стилизованные ветви растений, переходящие на диск.","рельефные изображения числа ""75"", пятиконечной звезды и лавровой ветви; внизу – даты в две строки: ""1941"" и ""1945""."
25r-2019-75-letie-polnogo-osvobozhdeniya-leningrada-ot-fashistskoy-blokady,75-летие полного освобождения Ленинграда от фашистской блокады,25,рубль,2019,ММД,rf,post-reform,jubilee,cupronickel,75-letie-polnogo-osvobozhdeniya-leningrada-ot-fashistskoy-blokady,,5000000,27,2.3,10,Рубчатый,0,0,0,0,0,"Памятный выпуск номиналом 25 рублей (2019, монетный двор — ММД) — отдельная позиция в каталоге современной России: сюжет «75-летие полного освобождения Ленинграда от фашистской блокады». Серия в каталоге: «75 лет Победы в ВОВ». Тираж 5 000 000 шт. хорошо известен по банковским материалам и фиксируется в нумизматических справочниках. Для альбома важны равномерный блеск поля и отсутствие следов обращения на рельефе.","в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2019 г."", справа – товарный знак монетного двора.","рельефное изображение мемориала ""Разорванное кольцо"", вдоль канта – надпись: ""75-ЛЕТИЕ ПОЛНОГО ОСВОБОЖДЕНИЯ ЛЕНИНГРАДА ОТ ФАШИСТСКОЙ БЛОКАДЫ""."
10r-2019-g-klin-moskovskaya-oblast,"г. Клин, Московская область",10,рубль,2019,ММД,rf,post-reform,jubilee,galvanic,drevnie-goroda-rossii,,5000000,27,2.1,7.9,"300 рифлений и надпись ""ДЕСЯТЬ РУБЛЕЙ"", повторяющаяся дважды, разделенная звездочками",0,0,0,0,0,"Официальная памятная монета 10 рублей (2019) с темой «г. Клин, Московская область»; штемпель ММД. Относится к линейке «Древние города России» — это задаёт нумизматический контекст подбора. Тираж 5 000 000 шт. хорошо известен по банковским материалам и фиксируется в нумизматических справочниках. В коллекцию её берут за узнаваемый сюжет и возможность собрать серию целиком.","на диске в центре – обозначение номинала монеты: ""10 РУБЛЕЙ"", внутри цифры ""0"" – скрытые, видимые поочередно при изменении угла зрения изображения числа ""10"" и надписи ""РУБ"", внизу – товарный знак монетного двора; на кольце вверху – надпись: ""БАНК РОССИИ"", внизу – год выпуска ""2019"", слева и справа – стилизованные ветви растений, переходящие на диск.","рельефное изображение панорамы города Клина, вверху слева – изображение герба города Клина; на кольце по окружности – надписи, вверху: ""ДРЕВНИЕ ГОРОДА РОССИИ"", внизу: ""КЛИН""."
10r-2019-g-vyazma-smolenskaya-oblast,"г. Вязьма, Смоленская область",10,рубль,2019,ММД,rf,post-reform,jubilee,galvanic,drevnie-goroda-rossii,,5000000,27,2.1,8.4,Рифлёный с надписью «ДЕСЯТЬ РУБЛЕЙ»,0,0,0,0,0,"Номинал 10 рублей, год чеканки 2019, монетный двор — ММД. Предмет коллекционирования — памятная монета с наименованием «г. Вязьма, Смоленская область». Для оценки экземпляра важны сохранность штемпеля и полнота комплекта. Эмиссия 5 000 000 экземпляров относит монету к категории памятных выпусков с известной массовостью. В коллекцию её берут за узнаваемый сюжет и возможность собрать серию целиком.","на диске в центре – обозначение номинала монеты: ""10 РУБЛЕЙ"", внутри цифры ""0"" – скрытые, видимые поочередно при изменении угла зрения изображения числа ""10"" и надписи ""РУБ"", внизу – товарный знак монетного двора; на кольце вверху – надпись: ""БАНК РОССИИ"", внизу – год выпуска ""2019"", слева и справа – стилизованные ветви растений, переходящие на диск.","рельефное изображение панорамы города Вязьмы, вверху – герб города Вязьмы; по окружности на кольце – надписи, вверху: ""ДРЕВНИЕ ГОРОДА РОССИИ"", внизу: ""ВЯЗЬМА""."
25r-2019-konstruktor-oruzhiya-v-g-grabin,Конструктор оружия В.Г. Грабин,25,рубль,2019,ММД,rf,post-reform,jubilee,cupronickel,oruzhie-velikoy-pobedy-konstruktory-oruzhiya,,1000000,27,2.3,10,180 рифлений,0,0,0,0,0,"Номинал 25 рублей, год чеканки 2019, монетный двор — ММД. Предмет коллекционирования — памятная монета с наименованием «Конструктор оружия В.Г. Грабин».   ","в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2019 г."", справа – товарный знак монетного двора.","рельефное изображение дивизионной пушки ЗИС-3, справа – надпись ""ЗИС-3""; вдоль канта – надписи, вверху: ""ОРУЖИЕ ВЕЛИКОЙ ПОБЕДЫ"", внизу: ""В.Г. ГРАБИН""."
25r-2019-konstruktor-oruzhiya-zh-ya-kotin,Конструктор оружия Ж.Я. Котин,25,рубль,2019,ММД,rf,post-reform,jubilee,cupronickel,oruzhie-velikoy-pobedy-konstruktory-oruzhiya,,1000000,27,2.3,10,180 рифлений,0,0,0,0,0,"Каталожная карточка: 25 рублей, 2019 год, монетный двор — ММД. Тематика выпуска — «Конструктор оружия Ж.Я. Котин». Серия в каталоге: «Оружие Великой Победы». По официальным данным эмиссии тираж составил 1 000 000 экземпляров — это задаёт массовость выпуска и ориентир по редкости в коллекции. Как объект коллекции монета интересна сочетанием темы, штемпеля и качества чеканки.","в центре – рельефное изображение Государственного герба Российской Федерации, над ним вдоль канта – надпись полукругом: ""РОССИЙСКАЯ ФЕДЕРАЦИЯ"", обрамленная с обеих сторон сдвоенными ромбами, под гербом в центре в три строки – надпись: ""БАНК РОССИИ"", номинал монеты: ""25 РУБЛЕЙ"", год выпуска: ""2019 г."", справа – товарный знак монетного двора.","рельефное изображение тяжелого танка ИС-2, слева – надпись ""ИС-2""; вдоль канта – надписи, вверху: ""ОРУЖИЕ ВЕЛИКОЙ ПОБЕДЫ"", внизу: ""Ж.Я. КОТИН""."
